Rank,Account,本家(我方),小軸(我方),勝負,先後攻,本家(敵方),小軸(敵方),備註,Date,Season
鑽1,主流,炎王,蛇眼,O,先攻,奇美拉,無,,2024/8/13,S32
鑽4,尤,尤貝爾,破械,O,後攻,御巫,無,,2024/8/13,S32
金1,擺盪,霸王,魔術師,X,後攻,尤貝爾,破械,,2024/8/13,S32
金1,擺盪,霸王,魔術師,O,先攻,超重,無,,2024/8/13,S32
鑽4,儀式,肅聲,無,O,先攻,尤貝爾,破械,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,Meta Beat,無,卡手,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,百夫,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,荷魯斯,大植然,失誤,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,炎王,蛇眼,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,霸王,魔術師,,2024/8/14,S32
鑽1,主流,炎王,蛇眼,X,先攻,尤貝爾,雷精,先攻沒動點,2024/8/14,S32
鑽1,主流,炎王,蛇眼,O,先攻,百夫,無,中鎖鳥,2024/8/14,S32
鑽4,尤,尤貝爾,破械,O,先攻,荷魯斯,雷風水,,2024/8/14,S32
鑽4,尤,尤貝爾,破械,O,後攻,炎王,蛇眼,,2024/8/14,S32
白金3,烙印,神碑,無,O,先攻,雷精,無,,2024/8/14,S32
金1,擺盪,霸王,魔術師,O,先攻,白龍,無,卡手 升白金5,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,超重,百夫,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,64壞,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,雷精,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,炎王,蛇眼,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,後攻,百夫,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,珠淚,荷魯斯,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,百夫,荷魯斯,60構築,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,百夫,相劍,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,尤貝爾,破械,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,超重,相劍,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,閃刀姬,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,百夫,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,後攻,烙印,珠淚,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,尤貝爾,破械,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,尤貝爾,破械,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,肅聲,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,64壞,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,斬機,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,旅鳥,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,荷魯斯,白龍,對手讓先,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,後攻,肅聲,64壞,對手解不掉念力,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,黃金卿,荷魯斯,60黃金卿+魔妖,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,炎王,蛇眼,對手讓先,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,先攻,珠淚,荷魯斯,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,X,後攻,黃金卿,無,60,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,旅鳥,無,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,先攻,白銀城,破械,,2024/8/14,S32
鑽5,本帳,珠淚,64壞,O,後攻,斬機,R-ACE,升鑽4,2024/8/14,S32
鑽石杯,儀式,冰結界,無,O,後攻,水GS,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,後攻,水GS,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,O,後攻,疾行機人,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,先攻,水GS,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,先攻,水GS,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,威風魔靈,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,妖仙獸,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,海晶,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,水GS,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,O,先攻,疾行機人,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,X,後攻,威風魔靈,無,,2024/8/15,S32
鑽石杯,主流,冰結界,無,O,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,本帳,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,本帳,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,本帳,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,本帳,冰結界,無,X,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,本帳,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,O,後攻,妖仙獸,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,O,後攻,威風魔靈,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,X,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,X,後攻,水GS,無,,2024/8/15,S32
鑽石杯,尤,冰結界,無,O,先攻,威風魔靈,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,O,後攻,水GS,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,X,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,O,後攻,水GS,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,O,先攻,疾行機人,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,X,後攻,水GS,無,,2024/8/15,S32
鑽石杯,烙印,冰結界,無,O,後攻,燒血,無,,2024/8/15,S32
鑽石杯,擺盪,冰結界,無,O,先攻,FTK,無,,2024/8/15,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,,2024/8/15,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,擺盪,冰結界,無,O,先攻,旅鳥,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,後攻,冰結界,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,O,先攻,冰結界,無,,2024/8/15,S32
鑽石杯,儀式,冰結界,無,X,先攻,旅鳥,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,O,先攻,燒血,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,O,先攻,冰結界,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,X,先攻,旅鳥,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,O,後攻,水GS,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,X,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,O,先攻,LL,無,對手讓先,2024/8/16,S32
鑽石杯,本帳,冰結界,無,O,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,本帳,冰結界,無,O,先攻,水GS,無,,2024/8/16,S32
鑽石杯,本帳,冰結界,無,X,後攻,古生物,無,,2024/8/16,S32
鑽石杯,本帳,冰結界,無,O,後攻,水GS,無,,2024/8/16,S32
鑽石杯,本帳,冰結界,無,O,先攻,旅鳥,無,,2024/8/16,S32
鑽石杯,主流,冰結界,無,O,先攻,海晶,無,,2024/8/16,S32
鑽石杯,主流,冰結界,無,O,後攻,水GS,無,,2024/8/16,S32
鑽石杯,主流,冰結界,無,O,先攻,海晶,無,,2024/8/16,S32
鑽石杯,主流,冰結界,無,X,後攻,威風魔靈,無,,2024/8/16,S32
鑽石杯,主流,冰結界,無,O,先攻,海晶,勇者,,2024/8/16,S32
鑽石杯,尤,冰結界,無,X,先攻,旅鳥,無,,2024/8/16,S32
鑽石杯,尤,冰結界,無,O,先攻,LL,無,,2024/8/16,S32
鑽石杯,尤,冰結界,無,X,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,混冰jj,2024/8/16,S32
鑽石杯,尤,冰結界,無,X,先攻,古生物,無,,2024/8/16,S32
鑽石杯,尤,冰結界,無,O,先攻,旅鳥,無,,2024/8/16,S32
鑽石杯,尤,冰結界,無,O,先攻,冰結界,無,,2024/8/16,S32
鑽石杯,烙印,冰結界,無,O,後攻,水GS,無,,2024/8/16,S32
鑽石杯,烙印,冰結界,無,O,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,烙印,冰結界,無,O,先攻,水GS,無,,2024/8/16,S32
鑽石杯,烙印,冰結界,無,O,後攻,古生物,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,X,後攻,疾行機人,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,X,後攻,水GS,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,X,後攻,海晶,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/16,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,,2024/8/16,S32
白金3,烙印,神碑,無,O,先攻,荷魯斯,無,,2024/8/16,S32
鑽石杯,儀式,冰結界,無,X,後攻,水GS,無,,2024/8/17,S32
鑽石杯,儀式,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
鑽石杯,儀式,冰結界,無,O,後攻,冰結界,無,,2024/8/17,S32
鑽石杯,主流,冰結界,無,O,先攻,海晶,無,,2024/8/17,S32
鑽石杯,主流,冰結界,無,O,後攻,水GS,無,,2024/8/17,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
鑽石杯,主流,冰結界,無,X,後攻,冰結界,無,,2024/8/17,S32
鑽石杯,主流,冰結界,無,O,先攻,威風魔靈,無,,2024/8/17,S32
鑽石杯,尤,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
鑽石杯,尤,冰結界,無,O,後攻,旅鳥,無,,2024/8/17,S32
鑽石杯,尤,冰結界,無,X,後攻,水GS,無,,2024/8/17,S32
鑽石杯,尤,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
鑽石杯,尤,冰結界,無,O,後攻,冰結界,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,O,後攻,六花,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,X,後攻,冰結界,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,O,先攻,水GS,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,X,後攻,冰結界,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,O,先攻,妖仙獸,無,,2024/8/17,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,,2024/8/17,S32
鑽石杯,擺盪,冰結界,無,O,先攻,疾行機人,無,,2024/8/17,S32
鑽石杯,擺盪,冰結界,無,X,先攻,旅鳥,無,對手讓先 運氣不好可惜,2024/8/17,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,對手讓先,2024/8/17,S32
鑽石杯,擺盪,冰結界,無,O,先攻,旅鳥,無,,2024/8/17,S32
鑽1,主流,冰結界,無,O,先攻,炎獸,無,,2024/8/17,S32
鑽1,主流,冰結界,無,O,先攻,神碑,無,升大師,2024/8/17,S32
大師5,主流,冰結界,無,X,先攻,肅聲,無,,2024/8/17,S32
大師5,主流,冰結界,無,X,後攻,肅聲,無,,2024/8/17,S32
大師5,主流,冰結界,無,X,先攻,肅聲,無,,2024/8/17,S32
大師5,主流,冰結界,無,X,後攻,R-ACE,無,,2024/8/17,S32
大師5,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/17,S32
白金3,烙印,神碑,無,O,後攻,珠淚,64壞,,2024/8/17,S32
白金3,烙印,神碑,無,O,先攻,R-ACE,無,,2024/8/17,S32
白金2,烙印,神碑,無,O,先攻,冰結界,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,先攻,相劍,無,,2024/8/17,S32
白金2,烙印,神碑,無,O,先攻,冰結界,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,後攻,珠淚,無,,2024/8/17,S32
白金2,烙印,神碑,無,O,先攻,冰結界,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,後攻,炎獸,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,先攻,相劍,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,後攻,進化恐龍,無,,2024/8/17,S32
白金2,烙印,神碑,無,X,先攻,百夫,無,,2024/8/17,S32
白金2,烙印,神碑,無,O,先攻,霸王,魔術師,,2024/8/17,S32
白金2,烙印,神碑,無,O,先攻,百夫,白龍,,2024/8/17,S32
鑽石杯,主流,冰結界,無,O,後攻,水GS,無,,2024/8/18,S32
鑽石杯,主流,冰結界,無,O,後攻,冰結界,無,,2024/8/18,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,,2024/8/18,S32
鑽石杯,尤,冰結界,無,O,先攻,冰結界,無,,2024/8/18,S32
鑽石杯,烙印,冰結界,無,O,後攻,旅鳥,無,,2024/8/18,S32
鑽石杯,烙印,冰結界,無,X,後攻,威風魔靈,無,,2024/8/18,S32
鑽石杯,烙印,冰結界,無,O,先攻,LL,無,對手讓先,2024/8/18,S32
白金2,烙印,神碑,無,X,先攻,珠淚,64壞,,2024/8/18,S32
白金2,烙印,神碑,無,X,後攻,蛇眼,64壞,,2024/8/18,S32
白金2,烙印,神碑,無,X,後攻,銀河眼,無,,2024/8/18,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,對手讓先,2024/8/18,S32
鑽石杯,擺盪,冰結界,無,X,先攻,冰結界,無,,2024/8/18,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,後攻,聲選姬,斬機,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,Meta Beat,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,後攻,炎王,蛇眼,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,炎獸,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,冰結界,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,珠淚,64壞,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,荷魯斯,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,R-ACE,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,R-ACE,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,後攻,蛇眼,無,可惜牌不夠好過,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,蛇眼,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,水GS,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,後攻,百夫,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,恐啡肽,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,後攻,尤貝爾,破械,,2024/8/18,S32
大師5,主流,炎王,蛇眼,O,先攻,旅鳥,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,後攻,冰結界,無,,2024/8/18,S32
大師5,主流,炎王,蛇眼,X,先攻,聲選姬,百夫,還有百夫 斬機 聲選姬,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,先攻,64壞,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,後攻,烙印,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,後攻,古生物,珠淚,,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,先攻,冰結界,勇者,,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,後攻,肅聲,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,後攻,HERO,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,先攻,神碑,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,後攻,炎獸,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,X,先攻,Meta Beat,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,先攻,Meta Beat,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,後攻,冰結界,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,先攻,肅聲,無,,2024/8/19,S32
大師5,主流,炎王,蛇眼,O,先攻,同步GS,無,升大師4,2024/8/19,S32
大師4,主流,炎王,蛇眼,O,先攻,尤貝爾,破械,,2024/8/19,S32
鑽石杯,尤,冰結界,無,O,先攻,旅鳥,無,,2024/8/19,S32
鑽石杯,尤,冰結界,無,X,後攻,冰結界,無,,2024/8/19,S32
鑽石杯,尤,冰結界,無,X,後攻,冰結界,無,,2024/8/19,S32
鑽石杯,尤,冰結界,無,O,後攻,水GS,無,,2024/8/19,S32
鑽石杯,烙印,冰結界,無,X,後攻,海晶,無,,2024/8/19,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/19,S32
鑽石杯,烙印,冰結界,無,X,後攻,冰結界,無,,2024/8/19,S32
鑽石杯,烙印,冰結界,無,O,先攻,疾行機人,無,,2024/8/19,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/19,S32
鑽石杯,擺盪,冰結界,無,O,後攻,旅鳥,無,,2024/8/19,S32
大師4,主流,炎王,蛇眼,O,後攻,冰結界,無,,2024/8/20,S32
大師4,主流,炎王,蛇眼,X,先攻,珠淚,天琴,,2024/8/20,S32
大師4,主流,炎王,蛇眼,X,先攻,閃刀姬,無,白雪拓譜OTK,2024/8/20,S32
大師4,主流,炎王,蛇眼,X,後攻,珠淚,無,超扯 炎龍剛好被吸走==,2024/8/20,S32
大師4,主流,炎王,蛇眼,X,先攻,神碑,無,,2024/8/20,S32
大師4,主流,炎王,蛇眼,X,後攻,純愛,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,百夫,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,X,先攻,炎王,蛇眼,,2024/8/20,S32
大師5,主流,炎王,蛇眼,X,後攻,珠淚,勇者,,2024/8/20,S32
大師5,主流,炎王,蛇眼,X,先攻,冰結界,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,冰結界,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,蟲惑魔,百夫,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,後攻,炎王,蛇眼,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,白銀城,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,X,後攻,尤貝爾,破械,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,同步GS,百夫,,2024/8/20,S32
大師5,主流,炎王,蛇眼,X,先攻,尤貝爾,破械,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,御巫,無,,2024/8/20,S32
大師5,主流,炎王,蛇眼,O,先攻,電子龍,無,對手讓先 升回大師4,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,後攻,古生物,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,X,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,X,後攻,旅鳥,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,古生物,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,後攻,旅鳥,無,,2024/8/20,S32
鑽石杯,尤,冰結界,無,O,先攻,海晶,冰結界,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,後攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,後攻,水GS,無,對手自己投了,2024/8/20,S32
鑽石杯,烙印,冰結界,無,X,先攻,旅鳥,無,吃了兩張傑抗==,2024/8/20,S32
鑽石杯,烙印,冰結界,無,X,先攻,疾行機人,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,疾行機人,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/20,S32
鑽石杯,擺盪,冰結界,無,O,先攻,冰結界,無,,2024/8/20,S32
鑽石杯,主流,冰結界,無,X,先攻,水GS,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,後攻,海晶,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,先攻,旅鳥,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,先攻,旅鳥,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,後攻,六花,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,X,後攻,奕勇,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,尤,冰結界,無,O,先攻,六花,無,,2024/8/21,S32
鑽石杯,烙印,冰結界,無,O,先攻,冰結界,無,,2024/8/21,S32
鑽石杯,烙印,冰結界,無,O,後攻,冰結界,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,X,後攻,旅鳥,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,X,後攻,冰結界,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,O,先攻,水GS,無,,2024/8/21,S32
鑽石杯,擺盪,冰結界,無,O,後攻,古生物,無,,2024/8/21,S32
鑽石杯,主流,冰結界,無,X,先攻,冰結界,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,冰結界,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,水GS,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,後攻,威風魔靈,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,X,後攻,旅鳥,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,X,後攻,旅鳥,無,,2024/8/26,S32
鑽石杯,主流,冰結界,無,O,先攻,古生物,無,,2024/8/26,S32
大師4,主流,炎王,蛇眼,X,後攻,海晶,無,,2024/8/28,S32
大師4,主流,炎王,蛇眼,X,後攻,肅聲,無,被貼貼紙動不了,2024/8/28,S32
大師4,主流,炎王,蛇眼,X,後攻,百夫,無,G丟失誤 但牌真的爛,2024/8/28,S32
大師5,主流,炎王,蛇眼,X,後攻,珠淚,64壞,,2024/8/28,S32
大師5,主流,炎王,蛇眼,O,後攻,肅聲,無,,2024/8/28,S32
鑽3,尤,尤貝爾,破械,O,後攻,64壞,無,對手直接投,2024/8/28,S32
鑽3,尤,尤貝爾,破械,O,後攻,肅聲,教導,,2024/8/28,S32
大師5,主流,炎王,蛇眼,O,先攻,百夫,紅惡魔龍,,2024/8/29,S32
大師5,主流,炎王,蛇眼,O,先攻,聲選姬,無,,2024/8/29,S32
大師5,主流,炎王,蛇眼,X,先攻,烙印,珠淚,打到超時,2024/8/29,S32
鑽3,尤,尤貝爾,破械,X,先攻,珠淚,荷魯斯,60構築 打得不夠好 中G,2024/8/29,S32
鑽3,尤,尤貝爾,破械,O,後攻,64壞,無,,2024/8/29,S32
鑽3,尤,尤貝爾,破械,O,先攻,黑羽,無,升鑽2,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,先攻,尤貝爾,破械,,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,後攻,黑魔導,無,,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,後攻,雪女,無,好久沒遇到牌破的牌組了,2024/8/29,S32
白金1,烙印,Meta Beat,無,O,先攻,斬機,無,升鑽5,2024/8/29,S32
大師5,主流,炎王,蛇眼,O,後攻,烙印,無,,2024/8/30,S32
鑽2,尤,尤貝爾,破械,O,先攻,肅聲,無,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,後攻,烙印,珠淚,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,先攻,魔界劇團,無,,2024/8/30,S32
鑽5,烙印,Meta Beat,無,X,先攻,白銀城,無,,2024/8/30,S32
鑽4,儀式,肅聲,無,O,先攻,燒血,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,後攻,肅聲,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,後攻,冰結界,無,,2024/8/31,S32
鑽4,本帳,珠淚,64壞,X,先攻,相劍,無,,2024/8/31,S32
鑽5,本帳,珠淚,64壞,O,後攻,FTK,無,,2024/8/31,S32
大師5,主流,炎王,蛇眼,O,後攻,伊格尼斯,無,,2024/8/31,S32
大師5,主流,炎王,蛇眼,O,後攻,恐啡肽,無,,2024/8/31,S32
大師4,主流,冰結界,無,X,先攻,百夫,無,,2024/8/31,S32
大師4,主流,冰結界,無,O,後攻,黑魔導,無,,2024/8/31,S32
大師4,主流,冰結界,無,X,先攻,肅聲,無,,2024/8/31,S32
鑽2,尤,尤貝爾,破械,X,先攻,百夫,紅惡魔龍,,2024/8/31,S32
鑽2,尤,尤貝爾,破械,O,先攻,閃刀姬,無,,2024/8/31,S32
鑽2,尤,銀河眼,無,X,先攻,尤貝爾,破械,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,珠淚,64壞,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,後攻,尤貝爾,破械,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,冰結界,無,,2024/8/31,S32
鑽5,烙印,Meta Beat,無,O,先攻,閃刀姬,無,,2024/8/31,S32
鑽4,烙印,神碑,無,O,先攻,冰結界,無,,2024/8/31,S32
